n,q,eta,alpha,rays,cells,max_blackbox_relative_depth_error,mean_blackbox_relative_depth_error,max_blackbox_level_residual,blackbox_function_evaluations,max_cut_recovery_error,global_cells,global_preserved,incumbent_on_boundary,D_min_min,D_mean_mean,D_geo_geomean,mean_log_volume_multiplier,blackbox_seconds,cut_assembly_seconds,tol_cut,tol_cone
7,2,1.5,-0.5,22,57,2.8511479255914e-14,1.14564619627898e-14,9.9475983006414e-14,960,1.95178742192218e-16,23,1,1,1.75,3.81523621735632,3.41973953306931,9.83651510602356,0.0068404,0.0163556,1e-09,1e-09
7,2,1.5,-0.75,22,57,2.2630758995467e-14,8.40311920806272e-15,8.5265128291212e-14,954,3.00935064442461e-16,23,1,1,1.875,4.08775309002458,3.66400664257422,10.3884580779191,0.0064548,0.016388,1e-09,1e-09
8,2,0.25,-0.25,29,120,3.05284376098795e-14,1.22965079450755e-14,9.9475983006414e-14,1284,1.33798961679399e-16,6,1,1,1.625,1.73649808673618,1.73543779834777,4.96133743418796,0.0086759,0.0369911,1e-09,1e-09
8,2,0.25,-0.5,29,120,2.8421709430404e-14,1.20341701805338e-14,9.9475983006414e-14,1289,1.22636848179287e-16,6,1,1,1.75,1.87007486263894,1.86893301360528,5.62830918357139,0.0085938,0.036151,1e-09,1e-09
8,2,0.25,-0.75,29,120,2.39630648353768e-14,1.03836585369277e-14,9.01501095995627e-14,1329,3.46852832980517e-16,6,1,1,1.875,2.00365163854173,2.0024282288628,6.24924502695397,0.0089116,0.035592,1e-09,1e-09
8,2,0.5,-0.25,29,120,2.87713102967421e-14,1.40158063555327e-14,9.34807786734382e-14,1302,3.39629112983029e-16,6,1,1,1.625,1.86993867172136,1.86476211240443,5.60820142160614,0.0087516,0.0348605,1e-09,1e-09
8,2,0.5,-0.5,29,120,2.78336611590014e-14,1.3010178935196e-14,9.72555369571637e-14,1311,3.62608176515343e-16,6,1,1,1.75,2.01378010800762,2.00820535182016,6.27517317098966,0.0086214,0.0357103,1e-09,1e-09
8,2,0.5,-0.75,29,120,2.48733455388276e-14,1.10387382834571e-14,9.37028232783632e-14,1285,4.24388511707494e-16,6,1,1,1.875,2.15762154429389,2.15164859123589,6.89610901437224,0.0092467,0.0353451,1e-09,1e-09
8,2,1,-0.25,29,120,2.74962465504554e-14,1.33131637464234e-14,8.88178419700125e-14,1278,5.61963488239875e-16,6,1,1,1.625,2.24036861368923,2.20675957507967,7.12372665514415,0.0087334,0.0355531,1e-09,1e-09
8,2,1,-0.5,29,120,2.84043852558722e-14,1.02360492011201e-14,9.9475983006414e-14,1288,2.95731283338859e-16,6,1,1,1.75,2.4127046608961,2.37651031162427,7.79069840452766,0.0087081,0.0354068,1e-09,1e-09
8,2,1,-0.75,29,120,2.59988389394401e-14,1.0993024583727e-14,9.76996261670138e-14,1287,1.87540933120793e-16,6,1,1,1.875,2.58504070810296,2.54626104816885,8.41163424791019,0.0088025,0.0347717,1e-09,1e-09
8,2,1.5,-0.25,29,120,3.00144798701492e-14,1.0399925516688e-14,9.76996261670138e-14,1280,2.34430891140662e-16,6,1,1,1.625,2.90325556281739,2.7529356579405,9.11401068844001,0.0085408,0.0346418,1e-09,1e-09
8,2,1.5,-0.5,29,120,2.64610438132293e-14,8.10395495911148e-15,9.2370555648813e-14,1283,2.85161181446674e-16,6,1,1,1.75,3.12658291380333,2.96469993932053,9.78098243782348,0.0086991,0.0351985,1e-09,1e-09
8,2,1.5,-0.75,29,120,2.65764327131554e-14,1.07612258492941e-14,9.9475983006414e-14,1301,2.66150436016896e-16,6,1,1,1.875,3.34991026478926,3.17646422070055,10.401918281206,0.008963,0.0350433,1e-09,1e-09
6,3,0.25,-0.25,21,66,3.02803995901985e-14,1.41709482548588e-14,9.81437153768638e-14,904,2.68244493782024e-16,24,1,1,1.625,1.72014246870347,1.71856106058237,3.79041143601214,0.006533,0.0179175,1e-09,1e-09
6,3,0.25,-0.5,21,66,2.8421709430404e-14,1.48929410000634e-14,9.9475983006414e-14,913,3.52711157754797e-16,24,1,1,1.75,1.8524611201422,1.85075806524255,4.30916724108819,0.0064164,0.0177147,1e-09,1e-09
6,3,0.25,-0.75,21,66,2.62588011812236e-14,1.33923759429053e-14,9.85878045867139e-14,937,2.368475785867e-16,24,1,1,1.875,1.98477977158094,1.98295506990274,4.79211734149688,0.006714,0.0177138,1e-09,1e-09
6,3,0.5,-0.25,21,66,2.5898829980118e-14,1.21879449493371e-14,8.43769498715119e-14,919,2.63203319964003e-16,24,1,1,1.625,1.83519685982288,1.82757004508493,4.22091068189791,0.0065933,0.0176881,1e-09,1e-09
6,3,0.5,-0.5,21,66,2.68760542513944e-14,1.36528175182659e-14,9.41469124882133e-14,931,2.50931696175241e-16,24,1,1,1.75,1.97636584904003,1.96815235624531,4.73966648697397,0.0067217,0.0180985,1e-09,1e-09
6,3,0.5,-0.75,21,66,2.49779950645837e-14,9.55008293074161e-15,9.37028232783632e-14,904,2.368475785867e-16,24,1,1,1.875,2.11753483825717,2.10873466740569,5.22261658738263,0.0062297,0.0178233,1e-09,1e-09
6,3,1,-0.25,21,66,2.85724495072081e-14,1.05547708554725e-14,9.2370555648813e-14,889,3.86114182529828e-16,24,1,1,1.625,2.16286545285843,2.11429348642187,5.2410449540284,0.0059081,0.0168062,1e-09,1e-09
6,3,1,-0.5,21,66,2.70409764491239e-14,1.02369639882809e-14,9.41469124882133e-14,895,4.88692345466107e-16,24,1,1,1.75,2.32923971846292,2.27693144691586,5.75980075910447,0.0060508,0.0166581,1e-09,1e-09
6,3,1,-0.75,21,66,2.11892109781562e-14,7.49940570406619e-15,7.99360577730113e-14,896,3.4733738141063e-16,24,1,1,1.875,2.49561398406743,2.43956940740987,6.24275085951316,0.0058564,0.0169476,1e-09,1e-09
6,3,1.5,-0.25,21,66,2.83877164247389e-14,9.41912240166218e-15,9.2370555648813e-14,889,5.46571335200077e-16,24,1,1,1.625,2.80032599855466,2.57579098876882,6.62309666934963,0.0059288,0.0166889,1e-09,1e-09
6,3,1.5,-0.5,21,66,2.34699461276292e-14,1.05802173881602e-14,8.17124146124115e-14,889,4.69854165389251e-16,24,1,1,1.75,3.01573569075118,2.77392875713566,7.1418524744257,0.0058958,0.0166701,1e-09,1e-09
6,3,1.5,-0.75,21,66,2.53811430618853e-14,1.09172571212201e-14,9.2370555648813e-14,898,4.38530554363301e-16,24,1,1,1.875,3.23114538294767,2.97206652550247,7.62480257483432,0.0058745,0.0168106,1e-09,1e-09
7,3,0.25,-0.25,36,293,2.88464032317766e-14,1.3825248103538e-14,9.37028232783632e-14,1610,2.59669621135257e-16,133,1,1,1.625,1.7298016581826,1.72848389378777,4.3779572984612,0.0102603,0.0808126,1e-09,1e-09
7,3,0.25,-0.5,36,293,2.8421709430404e-14,1.39034987601986e-14,9.9475983006414e-14,1609,2.47177628235808e-16,133,1,1,1.75,1.86286332419665,1.86144419330991,4.97082107569099,0.010566,0.0819044,1e-09,1e-09
7,3,0.25,-0.75,36,293,2.65555465880996e-14,1.33736134178837e-14,9.9475983006414e-14,1654,3.42022284898992e-16,133,1,1,1.875,1.99592499021069,1.99440449283205,5.52276404758661,0.0109351,0.0826896,1e-09,1e-09
7,3,0.5,-0.25,36,293,2.88804755243387e-14,1.13903694682161e-14,9.37028232783632e-14,1623,3.41107978633912e-16,133,1,1,1.625,1.85583151429255,1.84944981431642,4.91910557753583,0.0109807,0.0874331,1e-09,1e-09
7,3,0.5,-0.5,36,293,2.8063517202842e-14,1.31293539170722e-14,9.81437153768638e-14,1642,3.55707400616546e-16,133,1,1,1.75,1.99858778462275,1.99171518464846,5.51196935476561,0.0105458,0.0821515,1e-09,1e-09
7,3,0.5,-0.75,36,293,2.29517651895856e-14,1.02243114954869e-14,8.61533067109121e-14,1626,4.26492862762184e-16,133,1,1,1.875,2.14134405495295,2.13398055498049,6.06391232666124,0.0107028,0.0831965,1e-09,1e-09
7,3,1,-0.25,36,293,3.02894301230797e-14,1.1238561215896e-14,9.85878045867139e-14,1622,2.73285667600039e-16,133,1,1,1.625,2.20960937157334,2.1688082691839,6.19342265589865,0.011499,0.0827493,1e-09,1e-09
7,3,1,-0.5,36,293,2.84467926263217e-14,1.09579592963424e-14,9.9475983006414e-14,1613,2.19132788120648e-16,133,1,1,1.75,2.37957932323284,2.33563967450575,6.78628643312846,0.0105183,0.0786976,1e-09,1e-09
7,3,1,-0.75,36,293,2.63051092342205e-14,9.86096433725298e-15,9.76996261670138e-14,1622,3.01756836278938e-16,133,1,1,1.875,2.54954927489233,2.50247107982759,7.33822940502407,0.0106099,0.0809002,1e-09,1e-09
7,3,1.5,-0.25,36,293,2.93673880056432e-14,1.03989097734522e-14,9.59232693276135e-14,1615,3.83178777622769e-16,133,1,1,1.625,2.8638936864495,2.68067814119376,7.88855840218381,0.0110438,0.0813533,1e-09,1e-09
7,3,1.5,-0.5,36,293,2.82172533907646e-14,1.06258286445506e-14,9.9475983006414e-14,1626,3.93966957133885e-16,133,1,1,1.75,3.08419320079177,2.88688415205482,8.48142217941358,0.0104973,0.0811576,1e-09,1e-09
7,3,1.5,-0.75,36,293,2.62891313889531e-14,1.15887387882912e-14,9.9475983006414e-14,1640,4.54414082027699e-16,133,1,1,1.875,3.30449271513407,3.09309016291589,9.03336515130924,0.0107113,0.0836748,1e-09,1e-09
8,3,0.25,-0.25,57,1031,3.00431934747838e-14,1.41036678956426e-14,9.74775815620887e-14,2579,3.88178984977749e-16,37,1,1,1.625,1.71960776977994,1.71847754402163,4.87294875022669,0.0169691,0.299446,1e-09,1e-09
8,3,0.25,-0.5,57,1031,2.8421709430404e-14,1.3630342937748e-14,9.9475983006414e-14,2594,4.8060255282957e-16,37,1,1,1.75,1.85188529053226,1.85066812433101,5.53992049961027,0.0162493,0.2903417,1e-09,1e-09
8,3,0.25,-0.75,57,1031,2.59934751398331e-14,1.26583680851159e-14,9.76996261670138e-14,2678,4.43092062554909e-16,37,1,1,1.875,1.98416281128455,1.98285870464035,6.16085634299276,0.0168239,0.2999125,1e-09,1e-09
8,3,0.5,-0.25,57,1031,3.04598325940869e-14,1.32392962113801e-14,9.9031893796564e-14,2621,4.88572624740559e-16,37,1,1,1.625,1.83185311348138,1.82626937522002,5.42047763986894,0.0168737,0.3089295,1e-09,1e-09
8,3,0.5,-0.5,57,1031,2.85997455488773e-14,1.39373016831756e-14,9.99200722162641e-14,2645,4.41952465646168e-16,37,1,1,1.75,1.97276489144149,1.96675163485233,6.08744938925244,0.0176649,0.2984138,1e-09,1e-09
8,3,0.5,-0.75,57,1031,2.52352514577504e-14,1.17502556190987e-14,9.50350909079134e-14,2645,4.23922110783503e-16,37,1,1,1.875,2.11367666940159,2.10723389448464,6.708385232635,0.0175084,0.3179194,1e-09,1e-09
8,3,1,-0.25,57,1031,3.00577992972123e-14,1.41893726992403e-14,9.72555369571637e-14,2595,4.7731847249556e-16,37,1,1,1.625,2.14230952588961,2.10436771621369,6.69613544701647,0.0172608,0.3164236,1e-09,1e-09
8,3,1,-0.5,57,1031,2.81698307654914e-14,1.22391354406952e-14,9.85878045867139e-14,2626,6.01310996346854e-16,37,1,1,1.75,2.30710256634267,2.26624215592244,7.3631071964,0.0167465,0.2919776,1e-09,1e-09
8,3,1,-0.75,57,1031,2.65750612185368e-14,1.18037989072163e-14,9.9475983006414e-14,2650,3.74149064393613e-16,37,1,1,1.875,2.47189560679571,2.42811659563118,7.98404303978253,0.0167289,0.2915814,1e-09,1e-09
8,3,1.5,-0.25,57,1031,3.0943293309049e-14,1.41871836716093e-14,9.9475983006414e-14,2610,6.83214169000096e-16,37,1,1,1.625,2.73391100318462,2.53899752136708,8.38592393848195,0.0166409,0.2943465,1e-09,1e-09
8,3,1.5,-0.5,57,1031,2.85511048737702e-14,1.17423800312274e-14,9.9475983006414e-14,2635,8.88178419700125e-16,37,1,1,1.75,2.94421184958342,2.73430502301069,9.0528956878654,0.0165004,0.2967736,1e-09,1e-09
8,3,1.5,-0.75,57,1031,2.65478209399067e-14,9.96154842631904e-15,9.9475983006414e-14,2651,6.98609365388381e-16,37,1,1,1.875,3.15451269598226,2.92961252465433,9.67383153124801,0.0163319,0.2887435,1e-09,1e-09
